Gene	testCode	geneCaptExon	meanDep	maxDep	minDep	10Xcover	20Xcover	50Xcover	100Xcover	200Xcover	500Xcover	1000Xcover
DLC1	C1021	11.7302%	360	415	261	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
MED12	C1021,P1021	98.0716%	298	446	103	100.00%	100.00%	100.00%	100.00%	94.56%	0.00%	0.00%
FGF14	C1021	60.3015%	533	587	448	100.00%	100.00%	100.00%	100.00%	100.00%	87.50%	0.00%
ASH1L	C1021	28.5714%	501	585	372	100.00%	100.00%	100.00%	100.00%	100.00%	56.67%	0.00%
MACF1	C1021	100%	493	562	390	100.00%	100.00%	100.00%	100.00%	100.00%	54.64%	0.00%
ELN	C1021	95.2381%	440	549	300	100.00%	100.00%	100.00%	100.00%	100.00%	27.50%	0.00%
RBL1	C1021	56.6038%	463	567	321	100.00%	100.00%	100.00%	100.00%	100.00%	37.50%	0.00%
TBL1XR1	C1021	95.0673%	504	569	381	100.00%	100.00%	100.00%	100.00%	100.00%	62.26%	0.00%
PDILT	C1021,P1021	48.1928%	505	592	400	100.00%	100.00%	100.00%	100.00%	100.00%	54.17%	0.00%
CTLA4	C1021,Lym79,Lym93	34.4828%	409	510	288	100.00%	100.00%	100.00%	100.00%	100.00%	9.17%	0.00%
ZFP36L1	C1021	12.5%	360	448	252	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
ZFP36L2	C1021	8.3682%	422	499	322	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
ATP12A	C1021,P1021	68.1818%	447	550	328	100.00%	100.00%	100.00%	100.00%	100.00%	30.00%	0.00%
ICOSLG	NA	66.6667%	431	511	352	100.00%	100.00%	100.00%	100.00%	100.00%	6.31%	0.00%
ARFGEF1	C1021	59.4059%	333	373	286	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
BCOR	C1021,Lym93	100%	340	452	165	100.00%	100.00%	100.00%	100.00%	99.00%	0.00%	0.00%
HIST1H1D	C1021	18.018%	351	430	271	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
SYNE1	C1021,P1021	76.9231%	411	500	307	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
CRNKL1	C1021	51.3919%	486	562	321	100.00%	100.00%	100.00%	100.00%	100.00%	63.75%	0.00%
HEY1	C1021	20.5479%	348	432	229	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
SEMA3A	C1021	26.3158%	384	448	299	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
ZNF521	C1021	3.57888%	357	431	273	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
GLB1L3	C1021,P1021	100%	350	424	253	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
DICER1	C1021	99.272%	577	800	338	100.00%	100.00%	100.00%	100.00%	100.00%	81.99%	0.00%
SOS1	C1021	24.3902%	483	598	339	100.00%	100.00%	100.00%	100.00%	100.00%	47.50%	0.00%
WDR90	C1021	97.561%	318	407	150	100.00%	100.00%	100.00%	100.00%	93.33%	0.00%	0.00%
ID3	Lym79,Lym93	40%	378	456	269	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
ZIC3	C1021	11.3208%	195	235	154	100.00%	100.00%	100.00%	100.00%	47.50%	0.00%	0.00%
MET	C1021,DC16,DG11,E59,P1021,E73,H41,H62,FC59,H68,HR14,MC58,H54	100%	639	907	272	100.00%	100.00%	100.00%	100.00%	100.00%	92.46%	0.00%
CNTN1	C1021,P1021	64.1711%	450	507	360	100.00%	100.00%	100.00%	100.00%	100.00%	10.83%	0.00%
NKX3-1	C1021	28.6396%	368	461	241	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
WWOX	C1021	45.283%	438	546	294	100.00%	100.00%	100.00%	100.00%	100.00%	25.00%	0.00%
HSP90AA1	C1021	45.7061%	398	688	196	100.00%	100.00%	100.00%	100.00%	99.58%	20.00%	0.00%
PSMB5	C1021,P1021	72.9798%	563	713	350	100.00%	100.00%	100.00%	100.00%	100.00%	78.83%	0.00%
RPS6KB1	C1021,P1021	86.9379%	529	713	335	100.00%	100.00%	100.00%	100.00%	100.00%	52.45%	0.00%
PSMB1	C1021,P1021	70.5696%	526	683	289	100.00%	100.00%	100.00%	100.00%	100.00%	58.48%	0.00%
AMOT	C1021,P1021	82.1918%	228	280	165	100.00%	100.00%	100.00%	100.00%	75.83%	0.00%	0.00%
CIC	C1021	99.8135%	633	878	223	100.00%	100.00%	100.00%	100.00%	100.00%	90.39%	0.00%
MYCL1	C1021	99.9156%	641	764	289	100.00%	100.00%	100.00%	100.00%	100.00%	89.72%	0.00%
NUMA1	C1021	56.338%	412	497	279	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
KALRN	C1021	61.2245%	402	492	283	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
BCL11A	C1021	6.88468%	242	311	181	100.00%	100.00%	100.00%	100.00%	59.17%	0.00%	0.00%
ROCK1	C1021,P1021	73.7758%	487	810	227	100.00%	100.00%	100.00%	100.00%	100.00%	39.74%	0.00%
CNTNAP1	C1021	45.8015%	442	536	295	100.00%	100.00%	100.00%	100.00%	100.00%	23.33%	0.00%
HIST1H2AL	C1021	30.5344%	455	532	333	100.00%	100.00%	100.00%	100.00%	100.00%	19.17%	0.00%
BCL11B	C1021	5.86797%	287	359	200	100.00%	100.00%	100.00%	100.00%	99.17%	0.00%	0.00%
CNTNAP5	C1021,P1021	60.9137%	454	544	338	100.00%	100.00%	100.00%	100.00%	100.00%	35.00%	0.00%
ELF1	C1021	26.6667%	518	599	390	100.00%	100.00%	100.00%	100.00%	100.00%	63.33%	0.00%
ACACA	C1021	58.8235%	609	752	426	100.00%	100.00%	100.00%	100.00%	100.00%	87.50%	0.00%
HIST1H2AG	C1021	30.5344%	397	455	289	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
NOTCH3	C1021,P1021	98.6793%	555	800	204	100.00%	100.00%	100.00%	100.00%	100.00%	72.21%	0.00%
LATS1	NA	15.7895%	366	440	259	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
UGT1A1	C1021,DC16,E59,E73	28.7037%	414	513	270	100.00%	100.00%	100.00%	100.00%	100.00%	5.24%	0.00%
HIST1H2AC	C1021	30.5344%	534	618	417	100.00%	100.00%	100.00%	100.00%	100.00%	73.33%	0.00%
RAB35	C1021	49.6%	531	596	368	100.00%	100.00%	100.00%	100.00%	100.00%	81.45%	0.00%
BCL2L11	C1021,E59,P1021,E73	15.9898%	520	663	394	100.00%	100.00%	100.00%	100.00%	100.00%	57.81%	0.00%
SERPINA7	C1021,P1021	19.2926%	201	258	125	100.00%	100.00%	100.00%	100.00%	52.50%	0.00%	0.00%
SVEP1	C1021	59.4059%	419	477	339	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
MLH1	C1021,DC16,E59,P1021,E73,C1021,H41,H62,HB23,HD31,HG15,HP16,FC59,FH44,H68,HBO28,HC22,HD32,HR14,LS5,MC58,MH43,H54	100%	455	667	192	100.00%	100.00%	100.00%	100.00%	99.83%	37.16%	0.00%
GLI2	C1021	80%	422	530	287	100.00%	100.00%	100.00%	100.00%	100.00%	18.33%	0.00%
GLI3	C1021	36.5854%	340	383	273	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
LRP1B	C1021,P1021	100%	603	817	280	100.00%	100.00%	100.00%	100.00%	100.00%	87.82%	0.00%
GLI1	C1021	67.052%	389	533	239	100.00%	100.00%	100.00%	100.00%	100.00%	7.33%	0.00%
SGCZ	C1021,P1021	61.5385%	457	542	357	100.00%	100.00%	100.00%	100.00%	100.00%	24.17%	0.00%
ABCC2	C1021	64.3701%	416	531	256	100.00%	100.00%	100.00%	100.00%	100.00%	9.76%	0.00%
GNA13	C1021,Lym79,Lym93	20.9424%	482	584	332	100.00%	100.00%	100.00%	100.00%	100.00%	45.83%	0.00%
DNMT3B	NA	100%	377	475	251	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
CHD1	C1021	44.1176%	368	425	291	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
PDGFB	C1021	96%	427	533	278	100.00%	100.00%	100.00%	100.00%	100.00%	24.17%	0.00%
DNMT3A	C1021,Lym79,Lym93,P1021	100%	536	821	266	100.00%	100.00%	100.00%	100.00%	100.00%	61.17%	0.00%
TRAF7	NA	84%	506	592	238	100.00%	100.00%	100.00%	100.00%	100.00%	70.13%	0.00%
TMPRSS2	C1021,P1021	100.252%	609	845	310	100.00%	100.00%	100.00%	100.00%	100.00%	79.05%	0.00%
GNA11	C1021,P1021,E73	103.981%	563	703	297	100.00%	100.00%	100.00%	100.00%	100.00%	81.14%	0.00%
SDHA	C1021,H62,HE15,FC59,H68,MC58,H54	100%	514	702	233	100.00%	100.00%	100.00%	100.00%	100.00%	65.17%	0.00%
GPC3	C1021	75%	205	244	126	100.00%	100.00%	100.00%	100.00%	65.83%	0.00%	0.00%
TSC2	C1021,E59,P1021,E73,H62,HT2,H68	100%	493	733	224	100.00%	100.00%	100.00%	100.00%	100.00%	53.03%	0.00%
KAT6B	C1021	22.792%	574	643	454	100.00%	100.00%	100.00%	100.00%	100.00%	90.12%	0.00%
BIRC3	C1021,Lym79,Lym93	14.068%	428	500	325	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
ITSN1	C1021	48.3871%	338	408	256	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
NPM1	C1021	96.8362%	505	712	292	100.00%	100.00%	100.00%	100.00%	100.00%	42.05%	0.00%
KAT6A	C1021	4.5062%	332	379	253	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
ABCC11	C1021	74.7061%	538	853	251	100.00%	100.00%	100.00%	100.00%	100.00%	60.14%	0.00%
BBS9	C1021,P1021	68.5714%	430	495	340	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
PTPRU	C1021	62.8272%	376	432	291	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
PTPRT	C1021	68.4615%	472	692	233	100.00%	100.00%	100.00%	100.00%	100.00%	45.06%	0.00%
PTPRS	NA	20.6186%	384	453	284	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
ESR1	C1021,DB16,E59,P1021,E73	100%	555	744	196	100.00%	100.00%	100.00%	100.00%	99.78%	78.06%	0.00%
CLP1	C1021	17.8571%	337	417	238	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
NF2	C1021,P1021,H62,H68	100%	532	733	262	100.00%	100.00%	100.00%	100.00%	100.00%	59.65%	0.00%
CHD6	C1021,P1021	80%	456	574	291	100.00%	100.00%	100.00%	100.00%	100.00%	35.83%	0.00%
EZR	C1021,E73	70.5455%	512	756	259	100.00%	100.00%	100.00%	100.00%	100.00%	51.28%	0.00%
UPF3B	C1021	55.7377%	304	344	224	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
GRIN2A	C1021	100%	655	906	341	100.00%	100.00%	100.00%	100.00%	100.00%	89.74%	0.00%
G3BP1	C1021	68.9655%	481	577	373	100.00%	100.00%	100.00%	100.00%	100.00%	34.17%	0.00%
PTPRB	C1021	30.303%	351	432	248	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
FAM175A	C1021	100%	563	844	306	100.00%	100.00%	100.00%	100.00%	100.00%	62.79%	0.00%
PTPRO	C1021	61.8557%	430	537	308	100.00%	100.00%	100.00%	100.00%	100.00%	18.33%	0.00%
SDHC	C1021,H62,HD31,HG15,HE15,FC59,FH44,H68,HD32,MC58,MH43,H54	103.922%	599	793	301	100.00%	100.00%	100.00%	100.00%	100.00%	87.02%	0.00%
SDHB	C1021,H41,H62,HD31,HG15,HE15,FC59,FH44,H68,HD32,HR14,MC58,MH43,H54	100%	535	761	330	100.00%	100.00%	100.00%	100.00%	100.00%	52.53%	0.00%
PTPRK	C1021	43.7956%	340	421	232	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
SDHD	C1021,H41,H62,HE15,FC59,H68,HR14,MC58,H54	100%	601	761	307	100.00%	100.00%	100.00%	100.00%	100.00%	67.36%	0.00%
CD5L	C1021,P1021	37.3832%	443	558	290	100.00%	100.00%	100.00%	100.00%	100.00%	31.67%	0.00%
PRKAR1A	C1021	100%	588	768	390	100.00%	100.00%	100.00%	100.00%	100.00%	78.89%	0.00%
